ticket_id,complaint_text,date,time,channel,city,state,zip_code,status,on_behalf,month,day,complaint_categories,primary_category,category_count,year,day_of_week
332081,"i was schedule to have service connected with comast a total of 5 times and each time the tech arrived and said that they could not do the job either due to order not correct or dispatch not allowing because they were short staff or the tech simply did not want to be bothered . i miss time off work also my husband. my mother's day was ruin i had to check out my hotel early to try and rush home to stop the cable man from leaving while on the line with comcast for 2 hours ,promising all this free stuff like my 5 jacks to be installed for free ,3 now and the other 2 reverse from bill after service in which i never recieved. i have been billed twice for a service that was never rendered. also when i filed with fcc, i informed them that i never received a e-mail of case status. come to find out fcc representative did not take the correct information ,not once but twice my case # 286042  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 6/10/2015 12:35:54 pm:  request #332082 ""comcast"" was closed and merged into this request. last comment in request #332082:  i was schedule to have service connected with comast a total of 5 times and each time the tech arrived and said that they could not do the job either due to order not correct or dispatch not allowing because they were short staff or the tech simply did not want to be bothered . i miss time off work also my husband. my mother's day was ruin i had to check out my hotel early to try and rush home to stop the cable man from leaving while on the line with comcast for 2 hours ,promising all this free stuff like my 5 jacks to be installed for free ,3 now and the other 2 reverse from bill after service in which i never recieved. i have been billed twice for a service that was never rendered. also when i filed with fcc, i informed them that i never received a e-mail of case status. come to find out fcc representative did not take the correct information ,not once but twice my case # 286042  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 6/10/2015 12:44:46 pm:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 7/8/2015 2:55:02 pm:  hi  your ticket no. 332081 was served on your carrier for its review and response.  your carrier has provided the fcc with a response to your complaint. you should receive a copy of the response from the carrier within 7-10 days via postal mail. as such, no further action is required. your complaint is closed.  thank you for your complaint and help in furthering the fcc’s mission on behalf of consumers.",2015-06-10,9:14:45 AM,internet,Decatur,Georgia,30034,solved,No,6.0,10.0,"['billing_issue', 'installation_issue', 'equipment_issue', 'service_change', 'customer_service']",billing_issue,5,2015.0,Wednesday
315173,"prior tenant for my new apartment failed to discontinue his comcast service associated with my  address. proof of residency was provided to comcast, however i have been blocked from obtaining  internet service due to their refusal to supplant the prior tenant's account associated with my address  with mine. thusfar, repeated promises have been made that the issue has been resolved; however,  after two weeks the issue has not been fixed. this has precluded me from obtaining internet, phone,  and/or cable for my residence due to willful negligence by comcast in resolving this issue. i need  them to simply change the service account for my address to my name. no less than seven  phonecalls, 4 emails, and one visit to a brick and mortar have been made by me over the past two  weeks to no avail. the prior tenant can not be reached by either the apartment complex or comcast;  however apartment management has confirmed the change in residency and that no equipment from  the prior tenant remains in the apartment and had notified comcast of such. please contact me for  any additional information or documentation so that we may get the issue resolved. thank you.",2015-05-30,3:27:41 PM,internet,Atlanta,Georgia,30312,open,No,5.0,30.0,"['billing_issue', 'equipment_issue', 'customer_service']",billing_issue,3,2015.0,Saturday
358620,"i was basically harassed with calls for weeks from comcast every day asking me if i wanted to upgrade form basic internet to a faster internet with hbo and basic cable. i said no every time until i finally couldn't take it any more and as it was only $10 more every month i just did it. however. the only reason i did was because they strictly told me i could cancel and go back to my original deal if i didn't want it within 30 days. somewhere within that timeframe, i called and cancelled because i dont even watch tv. i was told my original deal wasn't available any longer and i would just end up paying more for internet alone if i took away the tv/hbo. i think that is absurd and i want to go back to our original payment and internet speed without hbo or tv.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 6/24/2015 3:00:04 pm:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 7/24/2015 4:10:34 pm:  hi  your ticket no. 358620 was served on your carrier for its review and response.  your carrier has provided the fcc with a response to your complaint. you should receive a copy of the response from the carrier within 7-10 days via postal mail. as such, no further action is required. your complaint is closed.  thank you for your complaint and help in furthering the fcc’s mission on behalf of consumers.",2015-06-23,2:24:35 PM,internet,Chicago,Illinois,60618,solved,No,6.0,23.0,"['billing_issue', 'contract_dispute', 'installation_issue', 'equipment_issue', 'network_issue', 'service_change', 'customer_service']",billing_issue,7,2015.0,Tuesday
288996,"hbo go is not accessible on my playstation devices because of the service provider ""comcast"" is  blocking my access to the service. if i had a microsoft xbox device, i would be able to access it  there but i do not want a microsoft product. i subscribe to the hbo service through comcast but  comcast is not allowing me to use the service on the playstation device even though there is the  hbo go app available. other service providers allow access like at&t, verizon, time warner cable,  directv and many others. i believe comcast is block access to the hbo go service that i pay for on  the device i use most frequently.",2015-05-13,10:40:11 PM,internet,Chicago,Illinois,60613,solved,Yes,5.0,13.0,['equipment_issue'],equipment_issue,1,2015.0,Wednesday
242509,"when i signed up for my internet service, the comcast representative i spoke to mentioned i would be getting a $5 per month discount for signing up on ecobill. i have not received this discount on my bill since i opened the account (october), which is 7 billing cycles. i tried calling their customer service, and all representatives have told me that they have no knowledge of such a discount. searching online shows that there are other customers that are receiving this monthly ecobill discount.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 4/20/2015 12:57:02 pm:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.",2015-04-17,9:33:00 PM,internet,San Francisco,California,94122,closed,No,4.0,17.0,"['billing_issue', 'installation_issue', 'equipment_issue', 'service_change', 'customer_service']",billing_issue,5,2015.0,Friday
259691,"no one told me about any cap on internet usage, being 30 gb. when i signed up i told them i worked from home, looking forward to faster internet and i use about 50 gb a month. no one told me about a cap. now all i am told is you geta n email warning when your at 30 gb and nothing we can do. they lied to me and i need these monthly charges stopped.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 4/28/2015 3:33:03 pm:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.",2015-04-27,4:59:36 PM,internet,Woodstock,Georgia,30189,closed,No,4.0,27.0,"['billing_issue', 'installation_issue', 'equipment_issue', 'service_change', 'customer_service']",billing_issue,5,2015.0,Monday
218057,"on june 23, 2014, i negotiated with comcast a monthly fee of $66.84 that was to be good for 1 year from that date.. in january 2015, my bill was raised to $69.95; the additional amount was for an increase in the additional outlet fee from 1.99 to 2.99 and for the broadcast tv fee from 1.50 to 3.25. i called and complained that i had a 1 year contract/agreement but to no avail  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 4/6/2015 2:59:18 pm:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.",2015-04-04,5:51:21 PM,internet,Plantation,Florida,33322,closed,No,4.0,4.0,"['billing_issue', 'contract_dispute', 'installation_issue', 'equipment_issue', 'service_change', 'customer_service']",billing_issue,6,2015.0,Saturday
215057,"1. my internet was down so i called comcast. my account at that time was ""economy plus"" for $54.03 per month.  2. after getting internet back up the rep told me i can increase my speed (double it, actually) for $7 per month. no other fees were mentioned, so i added $54.03 + $7.00 and expected a monthly fee of $61.03.  3. i fell for it and said yes.  4. i just noticed that on march 24, comcast took $140.81 out of my checking account!  5. they also sent me an e-mail stating that my monthly fee is now $85.04 and they’ll be removing that amount from my bank account at the end of this month. ( i am signed up for auto-withdrawal)  6. i checked details of my bill on line. these are the fees that i was never told about: (1) $10 monthly rent of new modem (2) $10 monthly rent of new router (3) $70 installation fee when one of their employees set this up (4) high speed blast internet is billed at $12, not $7 (5) xfinity ""voice unlimited"" for $44.95, discounted to $19.99 because this is a ""bundle. "" (you can say that again!)  7. i called their 1-800 service number. the young girl, eva, was nice, but clueless. she basically said there is nothing she could do, so if i want to go back to my original $54.03 service, i should take the new router to the local office and take care of it there in order to avoid another $70 fee to have someone come to my house and disconnect my new service, router, modem, etc.  after all of this, i have lost $192.80 to comcast's unethical ""service"" of not notifying me of any additional costs beyond the $7.00. (10 + 10+ 12+ 19.99+ 140.81)  can you please (!) help me get back my money and can you stop comcast from lying to other customers? i'm a teacher on the verge of retirement; i can't afford what these sleazes have done to me.  thank you very much for any assistance you can offer.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 4/7/2015 12:36:43 pm:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.",2015-04-02,5:35:48 PM,internet,Santa Fe,New Mexico,87507,closed,No,4.0,2.0,"['billing_issue', 'installation_issue', 'equipment_issue', 'network_issue', 'service_change', 'customer_service']",billing_issue,6,2015.0,Thursday
282265,"often my modem, which i rent through comcast and who i pay $60/month to for high speed internet,  just fails to connect for several hours. this occurs weekly and randomly. i have gone through the  comcast troubleshooting, had comcast replace the modem and had the modem externally refreshed  through comcast, but the service failures have not changed. comcast customer service ignores my  complaints during phone calls. i was recommended to file a complaint since normally i would just stop  using their poor service, but they have a monopoly here in kendall, miami.",2015-05-09,11:04:43 PM,internet,Miami,Florida,33176,open,No,5.0,9.0,"['equipment_issue', 'network_issue', 'customer_service']",equipment_issue,3,2015.0,Saturday
295722,"i have been struggling for the last three months to try to get the internet speeds that comcast has  promised me. every time i call, comcast is reluctant to do anything but reset my modem. clearly after  the 50th time of resetting my modem, they should conclude that it will not reset my modem. they had  recently sent a technician to my home. the technician was incredibly rude and poorly educated. he  said, ""everything on comcast's side looks fine so clearly this is your issue."" then exited my property  indifferently. i am tired of paying for a service i am not receiving. with that being said, i would like  comcast to be forced to solve this issue immediately. on top of that, i desire three months of my  ""services"" to be credited back into the account as i had not been receiving them.",2015-05-18,5:54:14 PM,internet,Carpentersville,Illinois,60110,solved,Yes,5.0,18.0,"['billing_issue', 'installation_issue', 'equipment_issue', 'network_issue', 'customer_service']",billing_issue,5,2015.0,Monday
214664,"my internet has been out of service for several days now and i can't get comcast to fix it. they showed up unannounced, buried a new cable and left without saying anything to us or testing the equipment. it still does not work and i cannot get them to come back out. i pay over $200/month and am very frustrated with their lack of service and performance.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 4/9/2015 1:35:41 pm:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.",2015-04-02,3:29:04 PM,internet,Palmetto Bay,Florida,33157,closed,No,4.0,2.0,"['billing_issue', 'installation_issue', 'equipment_issue', 'service_change', 'customer_service']",billing_issue,5,2015.0,Thursday
361098,"i have called and gone online trying to pay my bill. no customer service it simply hangs up on  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 6/25/2015 4:03:28 pm:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 7/27/2015 4:41:24 pm:  hi  your ticket no. 361098 was served on your carrier for its review and response.  your carrier has provided the fcc with a response to your complaint. you should receive a copy of the response from the carrier within 7-10 days via postal mail. as such, no further action is required. your complaint is closed.  thank you for your complaint and help in furthering the fcc’s mission on behalf of consumers.",2015-06-24,9:57:42 AM,internet,Spokane,Washington,99208,solved,No,6.0,24.0,"['billing_issue', 'installation_issue', 'equipment_issue', 'service_change', 'customer_service']",billing_issue,5,2015.0,Wednesday
256720,"after the motorola switch to arris company start the problem with the wireless internet.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 4/28/2015 8:08:54 am:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov",2015-04-25,10:32:11 AM,internet,South River,New Jersey,8882,closed,No,4.0,25.0,"['installation_issue', 'equipment_issue', 'network_issue', 'service_change', 'customer_service']",installation_issue,5,2015.0,Saturday
361278,"i am currently on comcast's high available internet service and go over their data limit every month. i have raised our service speed to get a high data limit but that only cause more data to be used thus negating the point. i live in tucson a so called ""test market"" how long can comast continue to get away with only doing this in certain cities while claiming only a small number of their customers go over the limit. it's just not right that someone should have to spend over 100+ dollars a month for fast internet only to be punished with more fees for using it. please help get this greed under control. thanks for your time.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 6/25/2015 12:07:01 pm:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by consumer on 7/1/2015 3:34:11 pm:  i was contacted by comcast's legal dept. today and was told that they were in the information gathering process. i am not sure how much information they need. but i'm sure the money gathering they are doing along with it keeps them happy. i for one would like them to do one of two things either extend this policy to all of their customers so that they may feel the full wrath of discontent, or just get rid of a system that has no merit other then to make them money.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 7/23/2015 12:01:42 pm:  hi  your ticket no. 361278 was served on your carrier for its review and response.  your carrier has provided the fcc with a response to your complaint. you should receive a copy of the response from the carrier within 7-10 days via postal mail. as such, no further action is required. your complaint is closed. (b) (6)  thank you for your complaint and help in furthering the fcc’s mission on behalf of consumers.",2015-06-24,10:49:25 AM,internet,Tucson,Arizona,85749,solved,No,6.0,24.0,"['billing_issue', 'installation_issue', 'equipment_issue', 'network_issue', 'service_change', 'customer_service']",billing_issue,6,2015.0,Wednesday
360620,"on june 24, 2015, i contracted with comcast xfinity internet for a $19.99 a month package for 3 mbps. i have experienced interruptions and problems to the service. after speaking with comcast on the phone to explain my issues, they recommended i upgrade my internet speed package for $49.99 a month with 25 mbps internet speed. i purchased this package in hopes my internet speed would increase. however, my internet speed has not. please see the enclosed pictures as proof. as i have not received the service i contracted for i consider comcast in a breach of contract. i expect them to rectify this breach of contract and provide the services i paid for. i request a reimbursement of $138.18 which represents the proportion of the sum i have paid for the service that i have not received.  i look forward from hearing from you.  thanks,  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 6/25/2015 6:50:12 pm:  consumer states he upgraded his comcast package for 25 mbps internet speed and his internet speed has not increased  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 7/9/2015 8:08:52 am:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 7/29/2015 3:29:24 pm:  hi  your ticket no. 360620 was served on your carrier for its review and response. (b) (6)  (b) (6)  your carrier has provided the fcc with a response to your complaint. you should receive a copy of the response from the carrier within 7-10 days via postal mail. as such, no further action is required. your complaint is closed.  thank you for your complaint and help in furthering the fcc’s mission on behalf of consumers.",2015-06-24,12:22:34 AM,internet,Chicago,Illinois,60607,solved,No,6.0,24.0,"['billing_issue', 'contract_dispute', 'outage_compensation', 'installation_issue', 'equipment_issue', 'network_issue', 'service_change', 'customer_service']",billing_issue,8,2015.0,Wednesday
346447,"we first had tv but later added internet and phone. we cancelled the internet service about a year ago but we were still being charged for the internet. also our tv would black out every 3 minutes. we had three techs come out but they were unable to fix the issues so we had to cancel the tv too. tv was just cancelled monday 06/15/2015. calling about the bill being high was when i found out the internet was never cancelled. we were promised a supervisor would call but that never happened. i have spoken to three different people (arimis, daniel & britney #952) and each one told use because of the issues there would be no etf. we brought the equipment back to comcast and we were told there would be a $200 etf. the csr said there were no notations about not having an etf. we were offered a $60 credit for a tv service that didn’t work and there was no way to be credited for being charged for internet service that was cancelled a year ago. i would like to speak to someone higher up to get this corrected. i want the etf taken off the bill and some kind of credit for a service that was cancelled yet still was charged for.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 6/19/2015 8:53:38 pm:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by consumer on 6/22/2015 9:26:59 pm:  i am writing you because after calling several times and attempting to speak with a supervisor and still no luck i am skipping the middle man and going straight to the top! i am sick of the lack of customer service your company provides! it all started when i contacted your company on behalf of my grandmother because her tv has been blacking out every 3 minutes for a year now. she has called several times to get this resolved and still no one has fixed it so i stepped up to the plate. while on the phone i also questioned her bill that was $140 for tv and phone and they informed me she has internet which we canceled a year ago. your  rep then informed me a technician while on the phone with her talked her into upgrading her plan. for one a technician should not ever be a sales rep because the last i checked their job was to fix not sell! so my grandmother changed her plan because she was assured this would solve her blacking out issue. this is very dishonest and tells me your company takes advantage of seniors and cares  more about sales than customer service. i then asked to speak to a supervisor and she told me it would be 72 hrs before i would speak to one which is also ridiculous! what company that values customer satisfaction has that type of policy? however i thought 72 hrs was long but it's now been almost 2 weeks and still no supervisor! i then called again and spoke to danielle who set up for a technician to come and look at my grandmas tv this being the 3rd technician to come out and i asked if its not resolved what i would need to do to cancel. she told me there was no early termination fee because my grandma didn't sign a two year contract.( guess your sales technician forgot to add that clause while selling her!) thank the lord or so we thought! so the 3rd technician michael cox came out on sunday june 7th and stayed for 4 hours he climbed the pole and changed out all of the connections and box and it still didn't fix the issues and continued to black out every 3 minutes! danielle also assured me she would contact me and follow up with me monday june 8th to tell me the amount i would be refunded for the tv blacking out and shocker she never did! so i then called and spoke to brittney who said there was no way of getting back in touch with danielle which i know isn't true because each person i talk to is in your computer system and the calls are recorded! but i talked to brittney and she gave me her id number (952) so i could supposedly speak to her again which didn't work! she also assured me there was no etf and i told her i wanted to speak to a supervisor and she connected me finally after waiting 40 mins to arimis who also assured me there was no $200 etf because she didn't sign a contract and it was in the notes on my grandmas account that she wouldn't be charged! she also said all she could do was credit me $60 for my tv blacking out for a year which is such a tiny amount compared to the problems we have encountered! so now 3 of your employees on different occasions have assured me we wouldn't be charged an etf! and when we went to our local comcast in brunswick ga they told us there was no notation and that she would be charged an etf! this infuriated me so i then contacted your company again and still no response from a supervisor so i have contacted the fcc and you.this is a company with no integrity and no customer service from my experience so far! i want to be credited for her lack of tv for a year and for the internet we didn't know we had for a year and i want the $200 fee removed! please contact me at  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 7/10/2015 9:58:41 am:  hi  your ticket no. 346447 was served on your carrier for its review and response.  your carrier has provided the fcc with a response to your complaint. you should receive a copy of the response from the carrier within 7-10 days via postal mail. as such, no further action is required. your complaint is closed.  thank you for your complaint and help in furthering the fcc’s mission on behalf of consumers.",2015-06-17,4:23:56 PM,internet,Brunswick,Georgia,31523,solved,Yes,6.0,17.0,"['billing_issue', 'contract_dispute', 'outage_compensation', 'installation_issue', 'equipment_issue', 'network_issue', 'service_change', 'customer_service']",billing_issue,8,2015.0,Wednesday
360636,"there will be times that my internet is extremely fast which is what i pay good money for but almost every day at certain parts of the day (really varies day by day) the speed will drop by 1/2 or 1/4 and it becomes difficult to stream spotify, play a video game or watch a video on youtube. it can be very very annoying. i can see having this problem maybe once a week or month but every day?! come on..  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 6/24/2015 2:56:52 pm:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 7/24/2015 6:41:15 am:  hi  your ticket no. 360636 was served on your carrier for its review and response.  your carrier has provided the fcc with a response to your complaint. you should receive a copy of the response from the carrier within 7-10 days via postal mail. as such, no further action is required. your complaint is closed.  thank you for your complaint and help in furthering the fcc’s mission on behalf of consumers.",2015-06-24,12:32:32 AM,internet,Walnut Creek,California,94595,solved,No,6.0,24.0,"['installation_issue', 'equipment_issue', 'network_issue', 'service_change', 'customer_service']",installation_issue,5,2015.0,Wednesday
307493,"we want to provide our own modem because the one they were renting us was a. broadcasting an  unwanted wifi signal and b. it was terrible and dysfunctional. when we purchased our own they  activated it, but refuse to take the rental back because our new modem does not have the telephony  feature, despite the fact that we do not use home phones ( our family strictly uses cellular phones).  the service agent we spoke to at the comcast office told us that the only way to return the modem  would be if they dismembered our ""bundle"" which would result in an extra 30 dollars a month. this is  despite the fact that we are willing to continue paying for the phone service that we do not use and  will continue to not use.",2015-05-26,2:34:57 PM,internet,Dover,New Hampshire,3820,open,Yes,5.0,26.0,"['installation_issue', 'equipment_issue', 'network_issue', 'customer_service']",installation_issue,4,2015.0,Tuesday
302833,"i pay upwards of $150.00 / month for the last 11+ years. i have never seen lack of service and  disregard for providing same in my lifetime, until now. i have had an ongoing problem with  broadband over the last 2 years sporadically, until the last month when i've called numerous times  regarding lack of internet service (intermittently), particularly when i've been working from home and  blaming my work citrix (when in fact it wasn't). comcast has been down most of this past week but  they've not notified any customer that it will be down, the time frame for same or when it will be  back up. i've exchanged modems which went bad, i've called stating i have no phone service (as i  have the internet, television, phone - or maybe not). i've had to take my cell phone to bed with me or  charge it in my car to be sure i don't lose that overnight! as i live alone, this is the most maddening of  situations and what i'm getting is (wednesday 5/20/15) they'll schedule a technician to come out on  the 29th???? really? i even had a second person i'd called (after the first one told me someone  would call me back in 30 minutes and after 1.5 hours) tell me that service in the entire area where i  live was down but the first person didn't tell me this - i could have gone in to work and been there but  i waited for their call. they offered me $20 and stated they would note it so i could get ""credit"" which  has never happened. really? i make $40/hour and lost time because of it! i want something  done!",2015-05-22,7:59:52 AM,internet,Conyers,Georgia,30013,solved,No,5.0,22.0,"['billing_issue', 'contract_dispute', 'installation_issue', 'equipment_issue', 'network_issue', 'customer_service']",billing_issue,6,2015.0,Friday
338930,"comcast has almost a complete monopoly in the knoxville tn area and places a data cap of 300gb per month on a high speed internet account. after 300gb i and others are charged $10 per 50gb of data. it is very easy to exceed that data cap in just a few days by watching netflix or even comcast's own on demand online. this leads to an excessive bill that can be anywhere from $10 to hundreds of dollars per month.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 6/24/2015 12:04:21 pm:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.",2015-06-13,12:05:30 PM,internet,Knoxville,Tennessee,37920,open,No,6.0,13.0,"['billing_issue', 'contract_dispute', 'installation_issue', 'equipment_issue', 'network_issue', 'service_change', 'customer_service']",billing_issue,7,2015.0,Saturday
360759,"the speed has drastically decreased to the point that i cannot load youtube videos and it started acting up after the day when fcc fined at&t 100 million dollars. after reading the news, i was very happy for the fcc taking actions against unfair behavior but fcc still has a long way to go as my internet is still being throttled by comcast. please do something about their monopoly over the internet speed, i cannot bear this anymore.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 7/9/2015 8:27:55 am:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.",2015-06-24,2:23:23 AM,internet,Aloha,Oregon,97006,pending,No,6.0,24.0,"['installation_issue', 'equipment_issue', 'network_issue', 'service_change', 'customer_service']",installation_issue,5,2015.0,Wednesday
356818,"we have comcast ""business"" service because they are a local monopolist for non-dsl broadband. they are unable to resolve a recurring ""security"" issue that they created by provisioning two business modems with identical static ip addresses. as a result of this issue, my business gets booted offline every two weeks when they push (misconfigured) software updates to the modems. this results in our startup business being offline for hours (and in an earlier instance 2 days) at a time where availability is critical to our survival.  we apparently need to clean this problem up through their customer security department which is so understaffed, that wait times are up to 3 hours before their system summarily drops calls on hold.  i would switch providers if i could, but see above - they're essentially a monopoly in the city of bothell.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 6/23/2015 1:43:06 pm:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 7/10/2015 8:37:37 am:  hi  your ticket no. 356818 was served on your carrier for its review and response.  your carrier has provided the fcc with a response to your complaint. you should receive a copy of the response from the carrier within 7-10 days via postal mail. as such, no further action is required. your complaint is closed.  thank you for your complaint and help in furthering the fcc’s mission on behalf of consumers.",2015-06-22,6:10:03 PM,internet,Federal Way,Washington,98093,solved,No,6.0,22.0,"['installation_issue', 'equipment_issue', 'network_issue', 'service_change', 'customer_service']",installation_issue,5,2015.0,Monday
360791,"i feel as if comcast is using what is, along with centurylink, basically a monopoly. to push unfair prices upon consumers in the ft myers, florida area. they use their status as the major cable internet provider to reele you in, and the only way to obtain faster internet is to purchase their triple package bundle, which i think is totally unfair.  - - - - - - - - - - - - - - - - - - - - -  follow-up message by fcc on 6/25/2015 8:46:20 am:  this constitutes a notice of informal complaint filed with the fcc against your company. your response to the consumer (with a copy to the fcc) is due no later than 30 days from the date of this notice.  for more information on your legal responsibilities, see https://us-fcc.app.box.com/complaintnotice.  if you have any questions regarding this notice, please contact the fcc at carriersupport@fcc.gov.",2015-06-24,3:06:22 AM,internet,Lehigh Acres,Florida,33936,open,Yes,6.0,24.0,"['billing_issue', 'installation_issue', 'equipment_issue', 'service_change', 'customer_service']",billing_issue,5,2015.0,Wednesday
